File Date,Investor,Form,Put/Call,Prev Shares,Current Shares,Change (Percent),Prev Value ($K),Current Value ($K),Change (Percent),Cost Basis,Profit,Performance
8/11/20,"Oakworth Capital, Inc.",13F,NaN,214,214,0,1,1,0,0,0,0
8/11/20,Verdence Capital Advisors LLC,13F,NaN,34051,32631,-1420,164,198,20.73,-7.727782,41.727782,25.44376951
8/11/20,MCF Advisors LLC,13F,NaN,11478,272,-11206,55,2,-96.36,-68.0473144,15.0473144,27.35875345
8/11/20,"Savant Capital, LLC",13F,NaN,35773,28376,-7397,173,173,0,-40.4349608,40.4349608,23.37280971
8/11/20,Scotia Capital Inc.,13F,NaN,110471,122082,11611,534,745,39.51,63.4912702,147.5087298,27.62335764
8/11/20,"Tradewinds Capital Management, LLC",13F,NaN,2765,2100,-665,13,13,0,-3.6216565,3.6216565,27.85889615
8/11/20,AGF Investments LLC,13F,NaN,608,38225,37617,3,232,7633.33,206.9612106,22.0387894,734.6263133
8/11/20,"Filbrandt Wealth Management, LLC",13F,NaN,0,299,0,0,2,0,0,0,0
8/11/20,Migdal Insurance & Financial Holdings Ltd.,13F,NaN,2504,3045,541,12,19,58.33,2.984156,4.015844,33.46536667
8/11/20,FUKOKU MUTUAL LIFE INSURANCE Co,13F,NaN,20100,20100,0,97,122,25.77,0,25,25.77319588
8/11/20,Davidson Trust Co,13F,NaN,0,11871,0,0,72,0,0,0,0
8/11/20,Macroview Investment Management Llc,13F,NaN,172,172,0,1,1,0,0,0,0
8/11/20,"Arete Wealth Advisors, LLC",13F,NaN,21828,25290,3462,105,154,46.67,18.8672076,30.1327924,28.69789752
8/11/20,"Shakespeare Wealth Management, Inc.",13F,NaN,0,17496,0,0,106,0,0,0,0
8/11/20,Drexel Morgan & Co.,13F,NaN,304000,304000,0,1468,1848,25.89,0,380,25.88555858
8/11/20,"Linscomb & Williams, Inc.",13F,NaN,12800,10300,-2500,62,63,1.61,-13.70025,14.70025,23.71008065
8/11/20,Alberta Investment Management Corp,13F,NaN,0,16000,16000,0,97,-9.35,97,0,-9.345794393
8/11/20,Resources Management Corp /ct/ /adv,13F,NaN,30775,9625,-21150,149,59,-60.4,-116.022555,26.022555,17.46480201
8/11/20,Fayez Sarofim & Co,13F,NaN,10699,10699,0,52,65,25,0,13,25
8/11/20,Meeder Asset Management Inc,13F,NaN,113736,120820,7084,549,734,33.7,38.6155924,146.3844076,26.66382652
8/11/20,"Financial Architects, Inc",13F,NaN,500,500,0,2,3,50,0,1,50
8/11/20,Cypress Capital Management LLC (WY),13F,NaN,0,300,300,0,2,0,2,0,0
8/11/20,Macquarie Group Ltd,13F,NaN,220667,297595,76928,1066,1810,69.79,419.7499392,324.2500608,30.41745411
8/11/20,Bank Of Nova Scotia,13F,NaN,804495,866453,61958,3883,5268,35.67,337.8755614,1047.124439,26.96689257
8/11/20,Deprince Race & Zollo Inc,13F,NaN,1856259,0,-1856259,8966,0,-100,-8966,0,0
8/11/20,Daiwa Securities Group Inc.,13F,NaN,182992,182992,0,884,884,0,0,0,0
8/11/20,"Natixis Advisors, L.p.",13F,NaN,280211,148649,-131562,1353,904,-33.19,-717.67071,268.67071,19.8574065
8/11/20,Commonwealth Of Pennsylvania Public School Empls Retrmt Sys,13F,NaN,248782,223360,-25422,1202,1358,12.98,-138.6948054,294.6948054,24.51703872
8/11/20,National Pension Service,13F,NaN,5568429,5772264,203835,26896,35095,30.48,1111.919925,7087.080075,26.34994079
8/11/20,"Hartland & Co., LLC",13F,NaN,47210,82276,35066,228,500,119.3,191.2254178,80.7745822,35.42744833
8/11/20,"Stockman Wealth Management, Inc.",13F,NaN,24051,24060,9,116,146,25.86,0.0490104,29.9509896,25.81981862
8/11/20,"Johnson Financial Group, Inc.",13F,NaN,18381,9736,-8645,88,59,-32.95,-46.888751,17.888751,20.32812614
8/11/20,Jpmorgan Chase & Co,13F,Put,934600,1870100,935500,4514,11370,151.88,5103.05895,1752.94105,38.83343044
8/11/20,Jpmorgan Chase & Co,13F,Call,0,750000,750000,0,4560,-7.88,4560,0,-7.878787879
8/11/20,Jpmorgan Chase & Co,13F,NaN,17747938,7812762,-9935176,85723,47500,-44.59,-54195.39156,15972.39156,18.63256251
8/11/20,"Covenant Multifamily Offices, LLC",13F,NaN,170709,154138,-16571,825,937,13.58,-90.4097189,202.4097189,24.53451138
8/11/20,Silvant Capital Management LLC,13F,NaN,3974,3974,0,19,24,26.32,0,5,26.31578947
8/11/20,River Wealth Advisors LLC,13F,NaN,18699,14807,-3892,90,90,0,-21.1942752,21.1942752,23.54919467
8/11/20,"Hudock, Inc.",13F,NaN,4629,4629,0,22,28,27.27,0,6,27.27272727
8/11/20,"TAP Consulting, LLC",13F,NaN,0,13020,0,0,79,0,0,0,0
8/11/20,NorthCoast Asset Management LLC,13F,NaN,38535,38535,0,186,234,25.81,0,48,25.80645161
8/11/20,Teacher Retirement System Of Texas,13F,NaN,1618757,1719191,100434,7819,10453,33.69,547.8875568,2086.112443,26.68004148
8/11/20,"Mirae Asset Global Investments Co., Ltd.",13F,NaN,288323,510462,222139,1392,3103,122.92,1211.412823,499.5871774,35.88988343
8/11/20,Brighton Jones Llc,13F,NaN,0,11068,11068,0,67,0,67,0,0
8/11/20,Forsta Ap-fonden,13F,NaN,732300,460600,-271700,3537,2800,-20.84,-1481.98765,744.98765,21.06269861
8/11/20,Becker Capital Management Inc,13F,NaN,2823308,2604498,-218810,13637,15835,16.12,-1193.60855,3391.60855,24.8706354
8/11/20,Field & Main Bank,13F,NaN,12917,0,-12917,120,0,-100,-120,0,0
8/11/20,Taylor Hoffman Wealth Management,13F,NaN,0,300,300,0,2,0,2,0,0
8/11/20,"Golden State Wealth Management, LLC",13F,NaN,6864,0,-6864,33,0,-100,-33,0,0
8/11/20,"Nvwm, Llc",13F,NaN,2301,2200,-101,11,13,18.18,-0.5398248,2.5398248,23.08931636
8/11/20,Lee Financial Co,13F,NaN,653,653,0,3,4,33.33,0,1,33.33333333
8/11/20,Gsa Capital Partners Llp,13F,NaN,110668,0,-110668,535,0,-100,-535,0,0
8/11/20,Roosevelt Investment Group Llc,13F,NaN,10627,10627,0,51,65,27.45,0,14,27.45098039
8/11/20,"Mkd Wealth Coaches, Llc",13F,NaN,14893,14832,-61,72,90,25,-0.3325232,18.3325232,25.46183778
8/11/20,Frontier Investment Mgmt Co,13F,NaN,89692,82859,-6833,433,504,16.4,-37.2746983,108.2746983,25.005704
8/11/20,Deprince Race & Zollo Inc,13F,NaN,1856259,0,-1856259,8966,0,-100,-8966,0,0
8/11/20,Field & Main Bank,13F,NaN,12917,0,-12917,120,0,-100,-120,0,0
8/11/20,Frontier Investment Mgmt Co,13F,NaN,89692,82859,-6833,433,504,16.4,-37.2746983,108.2746983,25.005704
8/11/20,Deprince Race & Zollo Inc,13F,NaN,1856259,0,-1856259,8966,0,-100,-8966,0,0
8/11/20,Field & Main Bank,13F,NaN,12917,0,-12917,120,0,-100,-120,0,0
8/12/20,"Banco Bilbao Vizcaya Argentaria, S.a.",13F,NaN,501974,492681,-9293,2424,2995,23.56,-50.684022,621.684022,25.64703061
8/12/20,"Checchi Capital Advisers, LLC",13F,NaN,35512,36290,778,172,221,28.49,4.2530148,44.7469852,26.01568907
8/12/20,Sandy Spring Bank,13F,NaN,9000,5000,-4000,44,30,-31.82,-21.7776,7.7776,17.67636364
8/12/20,Eagle Asset Management Inc,13F,NaN,186020,0,-186020,898,0,-100,-898,0,0
8/12/20,Virginia Retirement Systems Et Al,13F,NaN,650500,629900,-20600,3142,3830,21.9,-112.37712,800.37712,25.47349204
8/12/20,Bank of New York Mellon Corp,13F,NaN,33520164,34147324,627160,161902,207616,28.24,3421.1578,42292.8422,26.12249521
8/12/20,"Charter Research & Investment Group, Inc.",13F,NaN,105400,82850,-22550,509,504,-0.98,-123.039565,118.039565,23.19048428
8/12/20,"Nicholas Hoffman & Company, LLC.",13F,NaN,10552,0,-10552,51,0,-100,-51,0,0
8/12/20,"Bank Julius Baer & Co. Ltd, Zurich",13F/A,NaN,0,2507,0,0,15,0,0,0,0
8/12/20,"Norinchukin Bank, The",13F,NaN,343310,323503,-19807,1658,1967,18.64,-108.0452043,417.0452043,25.15351051
8/12/20,Soltis Investment Advisors LLC,13F,NaN,27492,27661,169,133,168,26.32,0.9220133,34.0779867,25.62254639
8/12/20,Citigroup Inc,13F,Call,870500,4698100,3827600,4205,28564,579.29,20880.32352,3478.67648,82.72714578
8/12/20,Citigroup Inc,13F,NaN,5114630,5809189,694559,24703,35319,42.97,3788.749889,6827.250111,27.63733195
8/12/20,Motley Fool Asset Management LLC,13F,NaN,74403,82067,7664,359,499,39,41.7894928,98.2105072,27.35668724
8/12/20,Citigroup Inc,13F,Put,3694800,5026500,1331700,17846,30561,71.25,7264.4235,5450.5765,30.54228679
8/12/20,"Sullivan, Bruyette, Speros & Blaney, LLC",13F,NaN,12572,12172,-400,61,74,21.31,-2.18632,15.18632,24.89560656
8/12/20,Acadian Asset Management Llc,13F,NaN,9836,117856,108020,48,717,1393.75,592.154838,76.845162,160.0940875
8/12/20,"Meridian Wealth Partners, LLC",13F,NaN,4554,4554,0,22,28,27.27,0,6,27.27272727
8/12/20,Moneta Group Investment Advisors Llc,13F,NaN,23602,21546,-2056,114,131,14.91,-11.2156856,28.2156856,24.7506014
8/12/20,Cahill Financial Advisors Inc,13F,NaN,0,11128,0,0,68,0,0,0,0
8/12/20,State Of Wisconsin Investment Board,13F,NaN,2351221,2488640,137419,11356,15131,33.24,749.6069031,3025.393097,26.64136225
8/12/20,Ckw Financial Group,13F,NaN,9600,9600,0,42,57,35.71,0,15,35.71428571
8/12/20,"Bokf, Na",13F,NaN,30618,30123,-495,148,183,23.65,-2.699928,37.699928,25.47292432
8/12/20,"CWM Advisors, LLC",13F,NaN,1056,0,-1056,5,0,-100,-5,0,0
8/12/20,Personal Capital Advisors Corp,13F,NaN,0,10061,10061,0,61,0,61,0,0
8/12/20,"ARGI Investment Services, LLC",13F,NaN,38083,26846,-11237,184,163,-11.41,-61.2596292,40.2596292,21.88023326
8/12/20,Sun Life Financial Inc,13F,NaN,2097,2318,221,10,14,40,1.1943282,2.8056718,28.056718
8/12/20,"Maple Capital Management, Inc.",13F,NaN,44806,43806,-1000,216,266,23.15,-5.4465,55.4465,25.66967593
8/12/20,Tocqueville Asset Management L.p.,13F,NaN,880673,880673,0,4254,5354,25.86,0,1100,25.85801598
8/12/20,"Goelzer Investment Management, Inc.",13F,NaN,23500,22500,-1000,114,137,20.18,-5.47,28.47,24.97368421
8/12/20,Quilter Plc,13F,NaN,11103,0,-11103,53,0,-100,-53,0,0
8/12/20,"People's United Financial, Inc.",13F,NaN,16322,17508,1186,79,106,34.18,6.4603792,20.5396208,25.99952
8/12/20,"Lido Advisors, LLC",13F,NaN,321943,298392,-23551,1555,1814,16.66,-128.4612846,387.4612846,24.91712441
8/12/20,Blair William & Co/il,13F,NaN,110873,88990,-21883,536,541,0.93,-119.4111544,124.4111544,23.21103627
8/12/20,"WMS Partners, LLC",13F,NaN,10750,0,-10750,52,0,-100,-52,0,0
8/12/20,"We Are One Seven, LLC",13F,NaN,10150,13456,3306,49,82,67.35,18.0534048,14.9465952,30.50325551
8/12/20,"Advantage Advisers Xanthus Fund, L.l.c.",NP,NaN,-236837,-846360,-609523,-1143,-5145.868,350.13,0,0,0
8/12/20,Shelton Capital Management,13F,NaN,271882,218882,-53000,1313,1331,1.37,-289.1203,307.1203,23.39073115
8/12/20,"CapWealth Advisors, LLC",13F,NaN,16780,0,-16780,172,0,-100,-172,0,0
8/12/20,Panagora Asset Management Inc,13F,NaN,534067,102967,-431100,2580,626,-75.74,-2351.73672,397.73672,15.41615194
8/12/20,"Gs Investments, Inc.",13F,NaN,510,510,0,2,3.101,50,0,1.101,55.05
8/12/20,"Sumitomo Mitsui DS Asset Management Company, Ltd",13F,NaN,243966,247594,3628,1178,1505,27.76,19.785298,307.214702,26.07934652
8/12/20,Ethic Inc.,13F,NaN,14555,0,-14555,70,0,-100,-70,0,0
8/12/20,"Winch Advisory Services, LLC",13F,NaN,11988,12488,500,58,76,31.03,2.731,15.269,26.32586207
8/12/20,Barometer Capital Management Inc.,13F,NaN,0,82745,0,0,503.09,0,503.09,0,0
8/12/20,"Financial Strategies Group, Inc.",13F,NaN,10243,12113,1870,49,74,51.02,10.184768,14.815232,30.23516735
8/12/20,BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp,13F,NaN,425898,624012,198114,2057,3794,84.44,1080.692059,656.3079414,31.90607396
8/12/20,StoneX Group Inc.,13F,NaN,22649,27321,4672,109,166,52.29,25.4353024,31.5646976,28.95843817
8/12/20,Coldstream Capital Management Inc,13F,NaN,12227,16711,4484,59,102,72.88,24.5032664,18.4967336,31.35039593
8/12/20,Sageworth Trust Co,13F,NaN,0,53,0,0,0,0,0,0,0
8/12/20,Kentucky Retirement Systems,13F,NaN,265946,217462,-48484,1285,1322,2.88,-264.504462,301.504462,23.46338226
8/12/20,"American International Group, Inc.",13F,NaN,1261147,1360536,99389,6091,8272,35.81,542.1471172,1638.852883,26.90613828
8/12/20,Korea Investment CORP,13F,NaN,974900,22500,-952400,4709,137,-97.09,-5199.72304,627.72304,13.33028329
8/12/20,Bank Of Montreal /can/,13F,NaN,12321223,7201970,-5119253,53721,42059,-21.71,-26108.1903,14446.1903,26.89114183
8/12/20,Greenleaf Trust,13F,NaN,31247,29760,-1487,151,181,19.87,-8.1148564,38.1148564,25.24162675
8/12/20,Pacitti Group Inc.,13F,NaN,2475,2475,0,11,17,54.55,0,6,54.54545455
8/12/20,"Dai-Ichi Life Insurance Company, Ltd",13F,NaN,167564,157406,-10158,809,957,18.29,-55.4007162,203.4007162,25.14223933
8/12/20,"Advisors Asset Management, Inc.",13F,NaN,1781800,1425533,-356267,8606,8667,0.71,-1943.400858,2004.400858,23.29073737
8/12/20,Old Mission Capital Llc,13F,NaN,137870,0,-137870,666,0,-100,-666,0,0
8/12/20,"Kinneret Advisory, LLC",13F,NaN,44121,44121,0,213,268,25.82,0,55,25.82159624
8/12/20,"Aveo Capital Partners, LLC",13F,NaN,10309,0,-10309,50,0,-100,-50,0,0
8/12/20,Founders Financial Securities Llc,13F,NaN,60759,106057,45298,293,652,122.53,248.45953,110.54047,37.72712287
8/12/20,"Column Capital Advisors, LLC",13F,NaN,272,272,0,1,1,0,0,0,0
8/12/20,Prudential Financial Inc,13F,NaN,6307,5228023,5221716,30,31787,105856.67,28293.34597,3463.654026,11545.51342
8/12/20,Cibc World Markets Corp,13F,Call,0,200000,0,0,1216,0,0,0,0
8/12/20,Cibc World Markets Corp,13F,NaN,284994,443514,158520,1377,2697,95.86,864.932676,455.067324,33.04773595
8/12/20,"Robertson Stephens Wealth Management, LLC",13F,NaN,37876,35876,-2000,183,218,19.13,-10.908,45.908,25.0863388
8/12/20,"Empirical Financial Services, LLC d.b.a. Empirical Wealth Management",13F,NaN,13435,12445,-990,65,76,16.92,-5.417775,16.417775,25.25811538
8/12/20,Woodley Farra Manion Portfolio Management Inc,13F,NaN,7039,7039,0,34,43,26.47,0,9,26.47058824
8/12/20,Credit Suisse Ag/,13F,Call,1431000,0,-1431000,6912,0,-100,-6912,0,0
8/12/20,"Pinnacle Family Advisors, LLC",13F,NaN,0,54317,0,0,330,0,0,0,0
8/12/20,Kentucky Retirement Systems Insurance Trust Fund,13F,NaN,118040,96072,-21968,570,584,2.46,-119.8090784,133.8090784,23.47527691
8/12/20,Citizens Financial Group Inc/ri,13F,NaN,2605,2058,-547,13,13,0,-3.0925192,3.0925192,23.78860923
8/12/20,"Global Wealth Management Investment Advisory, Inc.",13F,NaN,6068,5106,-962,29,31,6.9,-5.2190424,7.2190424,24.89324966
8/12/20,Trustmark National Bank Trust Department,13F,NaN,13143,12143,-1000,64,74,15.63,-5.4818,15.4818,24.1903125
8/12/20,Thrivent Financial For Lutherans,13F,NaN,196302,197944,1642,950,1182,24.42,8.8756668,223.1243332,23.48677192
8/12/20,Barclays Plc,13F,Call,5388200,5218000,-170200,26025,31725,21.9,-928.441,6628.441,25.46951393
8/12/20,Barclays Plc,13F,NaN,8920412,11065583,2145171,43087,67279,56.15,11702.12232,12489.87768,28.98757787
8/12/20,Barclays Plc,13F,Put,6931200,6457100,-474100,33478,39259,17.27,-2586.2155,8367.2155,24.99317612
8/12/20,"Ajo, Lp",13F,NaN,0,1010739,1010739,0,6145,0,6145,0,0
8/12/20,"Clarkston Capital Partners, LLC",13F,NaN,57060,58060,1000,276,353,27.9,5.4585,71.5415,25.92083333
8/12/20,"Guild Investment Management, Inc.",13F,NaN,0,50000,0,0,304,0,0,0,0
8/12/20,"Ensign Peak Advisors, Inc",13F,NaN,655415,506175,-149240,3165,3078,-2.75,-814.1042,727.1042,22.97327646
8/12/20,Bluestein R H & Co,13F,NaN,554373,567773,13400,2678,3452,28.9,73.10102,700.89898,26.17247872
8/12/20,Rockefeller Capital Management L.P.,13F,NaN,93881,149527,55646,454,909,100.22,303.688045,151.311955,33.32862445
8/12/20,Edgar Lomax Co/va,13F,NaN,1172080,0,-1172080,5661,0,-100,-5661,0,0
8/12/20,California Public Employees Retirement System,13F,NaN,8991840,8990956,-884,43431,54665,25.87,-4.82222,11238.82222,25.87741986
8/12/20,Goldman Sachs Group Inc,13F,NaN,20046468,20050420,3952,96825,121906,25.9,21.55816,25059.44184,25.88116895
8/12/20,Goldman Sachs Group Inc,13F,Put,4391600,7241600,2850000,21211,44029,107.58,15546.75,7271.25,34.28056197
8/12/20,Alaska Permanent Fund Corp,13F,NaN,114610,114610,0,554,697,25.81,0,143,25.81227437
8/12/20,Westpac Banking Corp,13F,NaN,496113,318620,-177493,2396,1937.21,-19.16,-968.1888164,509.3988164,21.26038466
8/12/20,Credit Suisse Ag/,13F,NaN,10082379,6534618,-3547761,48699,39731,-18.42,-19353.39103,10385.39103,21.32567616
8/12/20,Credit Suisse Ag/,13F,Put,538400,300000,-238400,2600,1824,-29.85,-1300.37664,524.37664,20.16833231
8/12/20,"Arrowstreet Capital, Limited Partnership",13F,NaN,19951889,34396484,14444595,96368,209131,117.01,78795.26573,33967.73428,35.24793944
8/12/20,"Bridgewater Associates, LP",13F,NaN,337931,300210,-37721,1632,1825,11.83,-205.7378782,398.7378782,24.43246803
8/12/20,"Commonwealth Equity Services, Llc",13F,NaN,1863849,1980088,116239,9002,12038,33.73,634.0488733,2401.951127,26.68241643
8/12/20,Eagle Asset Management Inc,13F,NaN,186020,0,-186020,898,0,-100,-898,0,0
8/12/20,"Nicholas Hoffman & Company, LLC.",13F,NaN,10552,0,-10552,51,0,-100,-51,0,0
8/12/20,"CWM Advisors, LLC",13F,NaN,1056,0,-1056,5,0,-100,-5,0,0
8/12/20,Quilter Plc,13F,NaN,11103,0,-11103,53,0,-100,-53,0,0
8/12/20,"WMS Partners, LLC",13F,NaN,10750,0,-10750,52,0,-100,-52,0,0
8/12/20,"CapWealth Advisors, LLC",13F,NaN,16780,0,-16780,172,0,-100,-172,0,0
8/12/20,Edgar Lomax Co/va,13F,NaN,1172080,0,-1172080,5661,0,-100,-5661,0,0
8/12/20,Eagle Asset Management Inc,13F,NaN,186020,0,-186020,898,0,-100,-898,0,0
8/12/20,"Nicholas Hoffman & Company, LLC.",13F,NaN,10552,0,-10552,51,0,-100,-51,0,0
8/12/20,"CWM Advisors, LLC",13F,NaN,1056,0,-1056,5,0,-100,-5,0,0
8/12/20,Quilter Plc,13F,NaN,11103,0,-11103,53,0,-100,-53,0,0
8/12/20,"WMS Partners, LLC",13F,NaN,10750,0,-10750,52,0,-100,-52,0,0
8/12/20,"CapWealth Advisors, LLC",13F,NaN,16780,0,-16780,172,0,-100,-172,0,0
8/12/20,Edgar Lomax Co/va,13F,NaN,1172080,0,-1172080,5661,0,-100,-5661,0,0
8/13/20,Norges Bank,13F/A,NaN,21136164,21241654,105490,185577,217302,17.1,1002.68245,30722.31755,16.55502436
8/13/20,"Allred Capital Management, LLC",13F/A,NaN,11650,11450,-200,108,55,-49.07,-1.40738,-51.59262,-47.77094444
8/13/20,"Elmwood Wealth Management, Inc.",13F,NaN,30,30,0,0,0,0,0,0,0
8/13/20,Advisor Partners Llc,13F/A,NaN,58991,69252,10261,285,421,47.72,55.9758072,80.0241928,28.07866414
8/13/20,"Cowen And Company, Llc",13F,Call,0,471700,0,0,73,0,0,0,0
8/13/20,Usca Ria Llc,13F,NaN,110422,112346,1924,533,683,28.14,10.4919568,139.5080432,26.17411692
8/13/20,"MPS Loria Financial Planners, LLC",13F,NaN,17907,17907,0,86,109,26.74,0,23,26.74418605
8/13/20,Community Bank of Raymore,13F,NaN,246000,246000,0,1188,1496,25.93,0,308,25.92592593
8/13/20,"Horizon Investments, LLC",13F,NaN,51141,53992,2851,247,328,32.79,15.5447924,65.4552076,26.50008405
8/13/20,CIBC World Markets Inc.,13F,NaN,303797,155733,-148064,1467,947,-35.45,-807.6743136,287.6743136,19.609701
8/13/20,"Vectors Research Management, LLC",13F,NaN,15000,15000,0,72,91,26.39,0,19,26.38888889
8/13/20,Pictet Asset Management Ltd,13F,NaN,1789715,2261202,471487,8644,13748,59.05,2571.914436,2532.085564,29.29298431
8/13/20,Archer Investment Corp,13F,NaN,8665,8150,-515,42,49.552,16.67,-2.8137025,10.3657025,24.68024405
8/13/20,"HHM Wealth Advisors, LLC",13F,NaN,14846,14846,0,72,90,25,0,18,25
8/13/20,"Gotham Asset Management, LLC",13F,NaN,24135,294914,270779,117,1793,1432.48,1479.455222,196.5447777,167.9869895
8/13/20,Ing Groep Nv,13F,NaN,515351,161140,-354211,2489,980,-60.63,-1932.468953,423.4689527,17.01361803
8/13/20,"IMA Wealth, Inc.",13F,NaN,7250,2000,-5250,35,12,-65.71,-28.42245,5.42245,15.49271429
8/13/20,"Lake Street Advisors Group, Llc",13F,NaN,0,13248,13248,0,81,0,81,0,0
8/13/20,Sowell Financial Services LLC,13F,NaN,130323,97014,-33309,629,590,-6.2,-181.667286,142.667286,22.6816035
8/13/20,"Nations Financial Group Inc, /ia/ /adv",13F,NaN,65336,64486,-850,316,392,24.05,-4.639045,80.639045,25.51868513
8/13/20,"Aperio Group, LLC",13F,NaN,1236009,1309834,73825,5970,7964,33.4,402.7227575,1591.277243,26.65456018
8/13/20,Utah Retirement Systems,13F,NaN,0,742609,-3200,0,4515,0,0,0,0
8/13/20,"State of Tennessee, Treasury Department",13F,NaN,915533,803132,-112401,4422,4883,10.43,-613.147455,1074.147455,24.29098722
8/13/20,Fort Point Capital Partners LLC,13F,NaN,50500,0,-50500,244,0,-100,-244,0,0
8/13/20,Rhumbline Advisers,13F,NaN,7250830,7424459,173629,35022,45141,28.89,947.1635579,9171.836442,26.18878546
8/13/20,Colony Group Llc,13F,NaN,28042,28668,626,135,174,28.89,3.4065668,35.5934332,26.36550607
8/13/20,HighPoint Advisor Group LLC,13F,NaN,3581,5010,1429,369,697,88.89,173.0273212,154.9726788,41.99801593
8/13/20,"Ambassador Advisors, LLC",13F,NaN,22092,30572,8480,107,186,73.83,46.332176,32.667824,30.53067664
8/13/20,Integrated Advisors Network LLC,13F,NaN,0,15291,15291,0,93,0,93,0,0
8/13/20,"First Allied Advisory Services, Inc.",13F,NaN,165549,160558,-4991,800,976,22,-27.2288996,203.2288996,25.40361245
8/13/20,Marshall Wace North America L.P.,13F,NaN,1,687740,687739,0,4182,-14.76,4182,0,-8.398216673
8/13/20,Burney Co/,13F,NaN,72494,78807,6313,350,479,36.86,34.4254203,94.5745797,27.02130849
8/13/20,Fjarde Ap-fonden /fourth Swedish National Pension Fund,13F,NaN,1103697,1070097,-33600,5331,6506,22.04,-183.288,1358.288,25.47904708
8/13/20,Menard Financial Group LLC,13F,NaN,10689,0,0,52,0,0,0,0,0
8/13/20,"9258 Wealth Management, LLC",13F,NaN,16532,16532,0,85,101,18.82,0,16,18.82352941
8/13/20,LPL Financial LLC,13F,NaN,2093203,2082589,-10614,10110,12662,25.24,-57.8983086,2609.898309,25.81501789
8/13/20,Alliancebernstein L.p.,13F,NaN,6241103,6524203,283100,30145,39667,31.59,1544.3105,7977.6895,26.46438713
8/13/20,MUFG Securities EMEA plc,13F,NaN,117136,204114,86978,566,1241,119.26,474.551968,200.448032,35.41484664
8/13/20,"Centaurus Financial, Inc.",13F,NaN,43551,178306,134755,210,1084,416.19,734.5090785,139.4909215,66.42424833
8/13/20,Carolinas Wealth Consulting Llc,13F,NaN,15496,15067,-429,73,92,26.03,-2.3202465,21.3202465,29.20581712
8/13/20,Altshuler Shaham Ltd,13F,NaN,34,0,-34,0,0,0,0,0,0
8/13/20,Ubs Oconnor Llc,13F,Put,0,125000,125000,0,17,0,17,0,0
8/13/20,MANA Advisors LLC,13F,NaN,0,23809,0,0,145,0,0,0,0
8/13/20,"Pinnacle Holdings, LLC",13F,NaN,2517,2517,0,12,15.302,25,0,3.302,27.51666667
8/13/20,Cetera Advisors LLC,13F,NaN,209113,199711,-9402,1010,1214,20.2,-51.2822688,255.2822688,25.27547216
8/13/20,"NorthRock Partners, LLC",13F/A,NaN,18057,17434,-623,87,106,21.84,-3.3947893,22.3947893,25.74113713
8/13/20,"Equitable Holdings, Inc.",13F,NaN,55661,57784,2123,269,351,30.48,11.5779928,70.4220072,26.17918483
8/13/20,FIL Ltd,13F,NaN,1458,1458,0,7,9,28.57,0,2,28.57142857
8/13/20,"Geode Capital Management, Llc",13F,NaN,56852989,64085837,7232848,274193,388940,41.85,39389.36692,75357.63308,27.48342703
8/13/20,Financial Engines Advisors L.L.C.,13F,NaN,0,22524,22524,0,137,0,137,0,0
8/13/20,Quadrant Capital Group Llc,13F,NaN,13430,15812,2382,68,96,41.18,13.2613086,14.7386914,21.67454618
8/13/20,"Proequities, Inc.",13F,Put,0,0,0,0,0,0,0,0,0
8/13/20,"Proequities, Inc.",13F,NaN,108333,121655,13322,523,740,41.49,72.6741744,144.3258256,27.59576015
8/13/20,"Proequities, Inc.",13F,Call,0,0,0,0,0,0,0,0,0
8/13/20,Fiduciary Trust Co,13F,NaN,137686,138477,791,665,842,26.62,4.3149841,172.6850159,25.96767156
8/13/20,"Worm Capital, Llc",13F,Put,300000,300000,0,1449,1824,25.88,0,375,25.87991718
8/13/20,"Rock Creek Group, LP",13F,NaN,0,9224,0,0,56,0,0,0,0
8/13/20,Deutsche Bank Ag\,13F,NaN,7127937,4745287,-2382650,34428,28850,-16.2,-12997.11749,7419.117485,21.54966157
8/13/20,Pictet North America Advisors SA,13F,NaN,83300,89300,6000,402,543,35.07,32.7198,108.2802,26.93537313
8/13/20,Haafor (Singapore) Pte. Ltd.,13F,NaN,13266,0,-13266,64,0,-100,-64,0,0
8/13/20,Natixis,13F,NaN,2775418,2045891,-729527,13405,12439,-7.21,-3979.496832,3013.496832,22.48039412
8/13/20,Banque Pictet & Cie Sa,13F,NaN,83300,89300,6000,402,543,35.07,32.7198,108.2802,26.93537313
8/13/20,"Formidable Asset Management, LLC",13F,NaN,12858,12100,-758,62,82,32.26,-4.3959452,24.3959452,39.34829871
8/13/20,Neuberger Berman Group LLC,13F,NaN,43727,42622,-1105,211,252,19.43,-5.9326345,46.9326345,22.24295474
8/13/20,Dorsey & Whitney Trust CO LLC,13F,NaN,11451,16640,5189,55,101,83.64,28.2094796,17.7905204,32.34640073
8/13/20,"Cowen And Company, Llc",13F,NaN,0,110193,0,0,670,0,0,0,0
8/13/20,Prestige Wealth Management Group LLC,13F,NaN,2011,2011,0,10,12,20,0,2,20
8/13/20,"Cowen And Company, Llc",13F,Put,0,36000,0,0,15,0,0,0,0
8/13/20,Schroder Investment Management Group,13F,NaN,10359416,313768,-10045648,46928,1908,-95.93,-53297.18546,8277.185464,17.6380529
